query;driver;collectionSize;singleCollectionSegmentCount;pairCollectionSegmentCount;connectionSegmentCount;multiQueryCount;rootIdFilterCount;rootValueInListFilterCount;rootEqualityFilterCount;rootNumberRangeFilterCount;nestedIdFilterCount;nestedValueInListFilterCount;nestedEqualityFilterCount;nestedNumberRangeFilterCount;firstFilterDepth;onlyResultFraction;dynamicFilterFraction;dynamicResultFraction;phase;iteration;duration
users 'age' > 74.9999 .users_owns_pets pets  'age' > 6.9999 [since, nickname] [name, age, _id].pets_child 'age' > -1.0E-4 .children_owns_pets_child children 'since' > 13.9999   .grand_children 'age' > 23.9999 [name, age, _id].grand2_children 'age' > 65.9999 .grand3_children 'age' > 63.9999 .grand3_children_owns_pets_grand_child pets_grand_child  'age' > 12.9999  , limit: null;postgres;100;2;1;3;4;0;0;0;4;2;0;0;4;0;0.2727272727272727;0.0;0.8181818181818182;build;1;0s
users 'age' > 77.0 .users_owns_pets pets  'age' > 0.9999  .pets_child 'age' > 13.0 .children_owns_pets_child children 'since' > 11.9999   .grand_children 'age' > 12.9999 .grand2_children 'age' > 30.9999 .grand3_children 'age' > 70.9999 .grand4_children 'age' > 26.9999 [name, age, _id].grand4_children_owns_pets_grand_child pets_grand_child  'age' > 3.9999  , limit: null;postgres;100;1;2;3;5;0;0;0;4;2;0;0;5;0;0.08333333333333333;0.09090909090909091;0.9166666666666666;build;1;0s
users 'age' > 40.9999 .users_owns_pets pets 'since' > 8.9999   .pets_child 'age' > 7.9999 [name, age, _id].children_owns_pets_child children  'age' > 33.9999  .grand_children 'age' > 14.9999 [name, age, _id].grand2_children 'age' > 49.9999 .grand3_children 'age' > 58.9999 .grand4_children 'age' > 39.9999 .grand5_children 'age' > 2.9999 .grand5_children_owns_pets_grand_child pets_grand_child 'since' > 16.0   , limit: null;postgres;100;2;2;3;5;0;0;0;5;2;0;0;5;0;0.15384615384615385;0.0;0.9230769230769231;build;1;0s
users 'age' > 33.9999 [name, age, _id].children 'age' > 28.9999 .children_owns_pets pets 'since' > 14.0   .grand_children_owns_pets grand_children 'since' > 10.9999  [since, nickname] [name, age, _id].grand_children_owns_pets_child pets_child 'since' > 13.0  [since, nickname] [name, age, _id].pets_grand_child 'age' > 16.0 , limit: null;postgres;100;1;1;3;5;0;0;0;2;3;0;0;4;0;0.5555555555555556;0.0;0.5555555555555556;build;1;0s
users 'age' > 5.9999 .children 'age' > 15.9999 .children_owns_pets pets  'age' > 7.9999  .grand_children_owns_pets grand_children  'age' > 48.9999  .grand2_children 'age' > 35.9999 .grand2_children_owns_pets_child pets_child  'age' > 2.9999 [since, nickname] [name, age, _id].pets_grand_child 'age' > 2.9999 , limit: null;postgres;100;2;1;3;5;0;0;0;3;3;0;0;4;0;0.2;0.2;0.9;build;1;0s
users 'age' > 23.9999 .children 'age' > 5.9999 .children_owns_pets pets  'age' > 9.9999  .grand_children_owns_pets grand_children 'since' > 3.9999  [since, nickname] [name, age, _id].grand2_children 'age' > 72.0 [name, age, _id].grand3_children 'age' > 24.9999 .grand3_children_owns_pets_child pets_child  'age' > 8.9999 [since, nickname] [name, age, _id].pets_grand_child 'age' > 6.9999 , limit: null;postgres;100;1;2;3;6;0;0;0;3;3;0;0;5;0;0.45454545454545453;0.18181818181818182;0.6363636363636364;build;1;0s
users 'age' > 77.0 .children 'age' > 30.9999 .children_owns_pets pets 'since' > 9.9999  [since, nickname] [name, age, _id].grand_children_owns_pets grand_children  'age' > 50.9999 [since, nickname] [name, age, _id].grand2_children 'age' > 66.9999 .grand3_children 'age' > 56.9999 .grand4_children 'age' > 73.0 .grand4_children_owns_pets_child pets_child  'age' > 6.9999  .pets_grand_child 'age' > 4.9999 , limit: null;postgres;100;2;2;3;6;0;0;0;4;3;0;0;5;0;0.3333333333333333;0.08333333333333333;0.75;build;1;0s
users 'age' > 77.0 [name, age, _id].children 'age' > 22.9999 .children_owns_pets pets 'since' > 5.9999   .grand_children_owns_pets grand_children 'since' > 13.0   .grand2_children 'age' > 58.9999 .grand3_children 'age' > 71.0 .grand4_children 'age' > 73.0 .grand5_children 'age' > 3.9999 .grand5_children_owns_pets_child pets_child 'since' > 9.9999   .pets_grand_child 'age' > 16.0 , limit: null;postgres;100;1;3;3;7;0;0;0;4;3;0;0;6;0;0.07692307692307693;0.0;0.9230769230769231;build;1;0s
users 'age' > 48.9999 .children 'age' > 66.9999 .children_owns_pets pets 'since' > 14.0  [since, nickname] [name, age, _id].pets_child 'age' > 10.9999 .grand_children_owns_pets_child grand_children  'age' > 11.9999 [since, nickname] [name, age, _id].grand_children_owns_pets_grand_child pets_grand_child  'age' > 15.9999  , limit: null;postgres;100;1;1;3;4;0;0;0;2;3;0;0;4;0;0.4444444444444444;0.1111111111111111;0.6666666666666666;build;1;0s
users 'age' > 28.9999 .children 'age' > 0.9999 .children_owns_pets pets 'since' > 2.9999   .pets_child 'age' > -1.0E-4 [name, age, _id].grand_children_owns_pets_child grand_children 'since' > 9.9999  [since, nickname] [name, age, _id].grand2_children 'age' > 72.0 .grand2_children_owns_pets_grand_child pets_grand_child 'since' > 7.9999   , limit: null;postgres;100;2;1;3;4;0;0;0;3;3;0;0;4;0;0.3;0.0;0.8;build;1;0s
users 'age' > 77.0 .children 'age' > 45.9999 [name, age, _id].children_owns_pets pets  'age' > 2.9999  .pets_child 'age' > 13.0 .grand_children_owns_pets_child grand_children 'since' > 1.9999   .grand2_children 'age' > 34.9999 .grand3_children 'age' > 71.0 .grand3_children_owns_pets_grand_child pets_grand_child  'age' > 15.9999  , limit: null;postgres;100;1;2;3;5;0;0;0;3;3;0;0;5;0;0.09090909090909091;0.18181818181818182;0.9090909090909091;build;1;0s
users 'age' > 51.9999 .children 'age' > 52.9999 .children_owns_pets pets  'age' > 13.0 [since, nickname] [name, age, _id].pets_child 'age' > 3.9999 .grand_children_owns_pets_child grand_children  'age' > 59.9999 [since, nickname] [name, age, _id].grand2_children 'age' > 20.9999 .grand3_children 'age' > 4.9999 .grand4_children 'age' > 23.9999 .grand4_children_owns_pets_grand_child pets_grand_child 'since' > 3.9999   , limit: null;postgres;100;2;2;3;5;0;0;0;4;3;0;0;5;0;0.3333333333333333;0.08333333333333333;0.75;build;1;0s
users 'age' > 74.9999 .children 'age' > 57.9999 .children_owns_pets pets  'age' > 13.0  .pets_child 'age' > -1.0E-4 .grand_children_owns_pets_child grand_children  'age' > 9.9999  .grand2_children 'age' > 19.9999 .grand3_children 'age' > 71.0 .grand4_children 'age' > 73.0 .grand5_children 'age' > 34.9999 [name, age, _id].grand5_children_owns_pets_grand_child pets_grand_child 'since' > -1.0E-4   , limit: null;postgres;100;1;3;3;6;0;0;0;4;3;0;0;6;0;0.07692307692307693;0.07692307692307693;0.9230769230769231;build;1;0s
users 'age' > 67.9999 [name, age, _id].children 'age' > 67.9999 .grand_children 'age' > 75.0 .grand_children_owns_pets pets 'since' > 8.9999   .grand2_children_owns_pets grand2_children  'age' > 9.9999  .grand2_children_owns_pets_child pets_child 'since' > 3.9999  [since, nickname] [name, age, _id].pets_grand_child 'age' > 3.9999 [name, age, _id], limit: null;postgres;100;2;1;3;5;0;0;0;3;3;0;0;4;0;0.4;0.1;0.8;build;1;0s
users 'age' > 77.0 .children 'age' > 56.9999 [name, age, _id].grand_children 'age' > 44.9999 .grand_children_owns_pets pets 'since' > 0.9999  [since, nickname] [name, age, _id].grand2_children_owns_pets grand2_children  'age' > 8.9999  .grand3_children 'age' > 55.9999 .grand3_children_owns_pets_child pets_child 'since' > 6.9999   .pets_grand_child 'age' > 10.9999 [name, age, _id], limit: null;postgres;100;3;1;3;5;0;0;0;4;3;0;0;4;0;0.36363636363636365;0.09090909090909091;0.8181818181818182;build;1;0s
users 'age' > 73.9999 .children 'age' > 6.9999 .grand_children 'age' > 30.9999 [name, age, _id].grand_children_owns_pets pets 'since' > 13.0   .grand2_children_owns_pets grand2_children 'since' > 2.9999   .grand3_children 'age' > 16.9999 .grand4_children 'age' > 24.9999 .grand4_children_owns_pets_child pets_child  'age' > -1.0E-4 [since, nickname] [name, age, _id].pets_grand_child 'age' > 1.9999 , limit: null;postgres;100;2;2;3;6;0;0;0;4;3;0;0;5;0;0.25;0.08333333333333333;0.8333333333333334;build;1;0s
users 'age' > 18.9999 .children 'age' > 35.9999 .grand_children 'age' > 55.9999 .grand_children_owns_pets pets  'age' > 2.9999  .grand2_children_owns_pets grand2_children 'since' > -1.0E-4  [since, nickname] [name, age, _id].grand3_children 'age' > 71.0 .grand4_children 'age' > 29.9999 .grand5_children 'age' > -1.0E-4 .grand5_children_owns_pets_child pets_child 'since' > -1.0E-4   .pets_grand_child 'age' > 14.9999 , limit: null;postgres;100;3;2;3;6;0;0;0;5;3;0;0;5;0;0.15384615384615385;0.0;0.8461538461538461;build;1;0s
users 'age' > 24.9999 .children 'age' > 55.9999 .grand_children 'age' > 75.0 .grand_children_owns_pets pets  'age' > 7.9999  .pets_child 'age' > 3.9999 .grand2_children_owns_pets_child grand2_children 'since' > 14.0   .grand2_children_owns_pets_grand_child pets_grand_child 'since' > 15.0   , limit: null;postgres;100;2;1;3;4;0;0;0;3;3;0;0;4;0;0.0;0.0;1.0;build;1;0s
users 'age' > 34.9999 .children 'age' > 66.9999 .grand_children 'age' > 26.9999 .grand_children_owns_pets pets 'since' > 7.9999   .pets_child 'age' > 6.9999 .grand2_children_owns_pets_child grand2_children  'age' > 72.0  .grand3_children 'age' > 69.9999 .grand3_children_owns_pets_grand_child pets_grand_child  'age' > 16.0  , limit: null;postgres;100;3;1;3;4;0;0;0;4;3;0;0;4;0;0.0;0.0;1.0;build;1;0s
users 'age' > 74.9999 .children 'age' > 20.9999 .grand_children 'age' > 10.9999 [name, age, _id].grand_children_owns_pets pets  'age' > 13.0  .pets_child 'age' > 3.9999 .grand2_children_owns_pets_child grand2_children  'age' > 40.9999 [since, nickname] [name, age, _id].grand3_children 'age' > 59.9999 [name, age, _id].grand4_children 'age' > 73.0 .grand4_children_owns_pets_grand_child pets_grand_child  'age' > -1.0E-4  , limit: null;postgres;100;2;2;3;5;0;0;0;4;3;0;0;5;0;0.3333333333333333;0.08333333333333333;0.6666666666666666;build;1;0s
users 'age' > 63.9999 .children 'age' > 68.0 .grand_children 'age' > 12.9999 [name, age, _id].grand_children_owns_pets pets 'since' > 13.0   .pets_child 'age' > 8.9999 [name, age, _id].grand2_children_owns_pets_child grand2_children  'age' > 22.9999  .grand3_children 'age' > 16.9999 .grand4_children 'age' > 72.9999 .grand5_children 'age' > 1.9999 [name, age, _id].grand5_children_owns_pets_grand_child pets_grand_child 'since' > 15.9999  [since, nickname] [name, age, _id], limit: null;postgres;100;3;2;3;5;0;0;0;5;3;0;0;5;0;0.38461538461538464;0.0;0.7692307692307693;build;1;0s
users 'age' > 51.9999 .children 'age' > 68.0 [name, age, _id].grand_children 'age' > 75.0 [name, age, _id].grand2_children 'age' > 7.9999 [name, age, _id].grand2_children_owns_pets pets  'age' > 1.9999  .grand3_children_owns_pets grand3_children 'since' > 16.0  [since, nickname] [name, age, _id].grand3_children_owns_pets_child pets_child 'since' > 2.9999   .pets_grand_child 'age' > 4.9999 , limit: null;postgres;100;1;2;3;6;0;0;0;3;3;0;0;5;0;0.45454545454545453;0.09090909090909091;0.5454545454545454;build;1;0s
users 'age' > 36.9999 .children 'age' > 68.0 .grand_children 'age' > 40.9999 .grand2_children 'age' > 72.0 .grand2_children_owns_pets pets 'since' > 12.9999   .grand3_children_owns_pets grand3_children  'age' > 27.9999  .grand4_children 'age' > 55.9999 .grand4_children_owns_pets_child pets_child  'age' > 12.9999  .pets_grand_child 'age' > 4.9999 , limit: null;postgres;100;2;2;3;6;0;0;0;4;3;0;0;5;0;0.0;0.08333333333333333;1.0;build;1;0s
users 'age' > 77.0 .children 'age' > 68.0 .grand_children 'age' > 55.9999 .grand2_children 'age' > 72.0 .grand2_children_owns_pets pets  'age' > 0.9999  .grand3_children_owns_pets grand3_children 'since' > 3.9999   .grand4_children 'age' > 41.9999 .grand5_children 'age' > 77.0 [name, age, _id].grand5_children_owns_pets_child pets_child  'age' > 11.9999  .pets_grand_child 'age' > 12.9999 , limit: null;postgres;100;1;3;3;7;0;0;0;4;3;0;0;6;0;0.07692307692307693;0.15384615384615385;0.9230769230769231;build;1;0s
users 'age' > 34.9999 [name, age, _id].children 'age' > 66.9999 .grand_children 'age' > 26.9999 .grand2_children 'age' > 54.9999 .grand2_children_owns_pets pets 'since' > 9.9999   .pets_child 'age' > 9.9999 .grand3_children_owns_pets_child grand3_children 'since' > 6.9999  [since, nickname] [name, age, _id].grand3_children_owns_pets_grand_child pets_grand_child  'age' > 3.9999 [since, nickname] [name, age, _id], limit: null;postgres;100;1;2;3;5;0;0;0;3;3;0;0;5;0;0.45454545454545453;0.09090909090909091;0.6363636363636364;build;1;0s
users 'age' > 63.9999 .children 'age' > 68.0 [name, age, _id].grand_children 'age' > 12.9999 .grand2_children 'age' > 30.9999 .grand2_children_owns_pets pets 'since' > 0.9999   .pets_child 'age' > 3.9999 .grand3_children_owns_pets_child grand3_children  'age' > 22.9999  .grand4_children 'age' > 25.9999 .grand4_children_owns_pets_grand_child pets_grand_child 'since' > 10.9999   , limit: null;postgres;100;2;2;3;5;0;0;0;4;3;0;0;5;0;0.08333333333333333;0.0;0.9166666666666666;build;1;0s
users 'age' > 34.9999 .children 'age' > 68.0 .grand_children 'age' > 74.9999 .grand2_children 'age' > 10.9999 .grand2_children_owns_pets pets  'age' > 11.9999  .pets_child 'age' > 3.9999 [name, age, _id].grand3_children_owns_pets_child grand3_children 'since' > 16.0   .grand4_children 'age' > 73.0 .grand5_children 'age' > 52.9999 .grand5_children_owns_pets_grand_child pets_grand_child 'since' > 12.9999   , limit: null;postgres;100;1;3;3;6;0;0;0;4;3;0;0;6;0;0.07692307692307693;0.07692307692307693;1.0;build;1;0s
users 'age' > 77.0 .children 'age' > 68.0 .grand_children 'age' > 71.9999 .grand2_children 'age' > 24.9999 .grand3_children 'age' > 39.9999 .grand3_children_owns_pets pets  'age' > 7.9999 [since, nickname] [name, age, _id].grand4_children_owns_pets grand4_children  'age' > 34.9999 [since, nickname] [name, age, _id].grand4_children_owns_pets_child pets_child 'since' > 15.0   .pets_grand_child 'age' > 13.9999 , limit: null;postgres;100;2;2;3;6;0;0;0;4;3;0;0;5;0;0.3333333333333333;0.08333333333333333;0.75;build;1;0s
users 'age' > 25.9999 [name, age, _id].children 'age' > 45.9999 [name, age, _id].grand_children 'age' > 50.9999 [name, age, _id].grand2_children 'age' > 66.9999 [name, age, _id].grand3_children 'age' > 56.9999 .grand3_children_owns_pets pets 'since' > 11.9999  [since, nickname] [name, age, _id].grand4_children_owns_pets grand4_children  'age' > 41.9999  .grand5_children 'age' > 74.9999 [name, age, _id].grand5_children_owns_pets_child pets_child  'age' > 9.9999 [since, nickname] [name, age, _id].pets_grand_child 'age' > 5.9999 , limit: null;postgres;100;3;2;3;6;0;0;0;5;3;0;0;5;0;0.6923076923076923;0.07692307692307693;0.46153846153846156;build;1;0s
users 'age' > 5.9999 .children 'age' > 15.9999 .grand_children 'age' > 23.9999 .grand2_children 'age' > 11.9999 .grand3_children 'age' > 49.9999 [name, age, _id].grand3_children_owns_pets pets  'age' > 9.9999 [since, nickname] [name, age, _id].pets_child 'age' > 10.9999 .grand4_children_owns_pets_child grand4_children  'age' > 73.0 [since, nickname] [name, age, _id].grand4_children_owns_pets_grand_child pets_grand_child  'age' > -1.0E-4  , limit: null;postgres;100;2;2;3;5;0;0;0;4;3;0;0;5;0;0.4166666666666667;0.08333333333333333;0.6666666666666666;build;1;0s
users 'age' > 40.9999 [name, age, _id].children 'age' > 36.9999 .grand_children 'age' > 9.9999 .grand2_children 'age' > 19.9999 .grand3_children 'age' > 71.0 .grand3_children_owns_pets pets 'since' > -1.0E-4   .pets_child 'age' > 3.9999 .grand4_children_owns_pets_child grand4_children 'since' > 10.9999   .grand5_children 'age' > 8.9999 .grand5_children_owns_pets_grand_child pets_grand_child  'age' > 14.9999  , limit: null;postgres;100;3;2;3;5;0;0;0;5;3;0;0;5;0;0.07692307692307693;0.0;0.9230769230769231;build;1;0s
users 'age' > 34.9999 [name, age, _id].children 'age' > 68.0 .grand_children 'age' > 74.9999 [name, age, _id].grand2_children 'age' > 10.9999 .grand3_children 'age' > 14.9999 [name, age, _id].grand4_children 'age' > 73.0 [name, age, _id].grand4_children_owns_pets pets  'age' > 2.9999 [since, nickname] [name, age, _id].grand5_children_owns_pets grand5_children  'age' > 77.0  .grand5_children_owns_pets_child pets_child 'since' > 13.0  [since, nickname] [name, age, _id].pets_grand_child 'age' > 15.9999 [name, age, _id], limit: null;postgres;100;1;3;3;7;0;0;0;4;3;0;0;6;0;0.6923076923076923;0.15384615384615385;0.5384615384615384;build;1;0s
users 'age' > 23.9999 [name, age, _id].children 'age' > 7.9999 .grand_children 'age' > 59.9999 [name, age, _id].grand2_children 'age' > 20.9999 .grand3_children 'age' > 4.9999 [name, age, _id].grand4_children 'age' > 23.9999 .grand4_children_owns_pets pets 'since' > 11.9999   .pets_child 'age' > 12.9999 [name, age, _id].grand5_children_owns_pets_child grand5_children 'since' > 2.9999   .grand5_children_owns_pets_grand_child pets_grand_child  'age' > 1.9999  , limit: null;postgres;100;1;3;3;6;0;0;0;4;3;0;0;6;0;0.3076923076923077;0.07692307692307693;0.7692307692307693;build;1;0s
users  , limit: null;postgres;100;1;0;0;1;0;0;0;0;0;0;0;0;1;0.0;0.0;1.0;build;1;0s
users  .children  , limit: null;postgres;100;0;1;0;1;0;0;0;0;0;0;0;0;2;0.0;0.0;1.0;build;1;0s
users 'name' = Julio .children 'age' = 74 .grand_children 'name' = Carmelia , limit: null;postgres;100;1;1;0;2;0;0;2;0;0;0;1;0;0;0.0;0.0;1.0;build;1;0s
users 'name' = Eileen .children 'age' = 4 [name, age, _id].grand_children 'age' = 28 .grand2_children 'name' = Christel [name, age, _id], limit: null;postgres;100;0;2;0;2;0;0;2;0;0;0;2;0;0;0.5;0.0;0.5;build;1;0s
users 'name' = Harlan [name, age, _id].children 'age' = 33 .grand_children 'age' = 63 .grand2_children 'age' = 33 [name, age, _id].grand3_children 'name' = Tomi [name, age, _id], limit: null;postgres;100;1;2;0;3;0;0;3;0;0;0;2;0;0;0.6;0.0;0.4;build;1;0s
users 'name' = Louis .children 'age' = 3 .grand_children 'name' = Meta .grand2_children 'age' = 39 [name, age, _id].grand3_children 'name' = Pearl .grand4_children 'name' = Milissa , limit: null;postgres;100;0;3;0;3;0;0;3;0;0;0;3;0;0;0.16666666666666666;0.0;0.8333333333333334;build;1;0s
users 'name' = Twanna [name, age, _id].children 'age' = 67 .grand_children 'name' = Paige .grand2_children 'age' = 61 .grand3_children 'name' = Olinda .grand4_children 'name' = Agripina .grand5_children 'name' = Libbie [name, age, _id], limit: null;postgres;100;1;3;0;4;0;0;4;0;0;0;3;0;0;0.2857142857142857;0.0;0.7142857142857143;build;1;0s
users 'name' = Sammy .users_owns_pets pets    , limit: null;postgres;100;0;0;1;1;0;0;1;0;0;0;0;0;0;0.0;0.0;1.0;build;1;0s
users 'age' = 64 .users_owns_pets pets 'nickname' = ape   .pets_child 'animal' = biporus , limit: null;postgres;100;1;0;1;2;0;0;2;0;0;0;1;0;0;0.0;0.0;1.0;build;1;0s
users 'name' = Felipe .users_owns_pets pets 'nickname' = giraffe  [since, nickname] [name, age, _id].pets_child 'age' = 0 .pets_grand_child 'age' = 14 [name, age, _id], limit: null;postgres;100;0;1;1;2;0;0;2;0;0;0;2;0;0;0.6;0.0;0.8;build;1;0s
users 'age' = 42 .children 'name' = Isidra .children_owns_pets pets  'age' = 3 [since, nickname] [name, age, _id], limit: null;postgres;100;0;1;1;2;0;0;1;0;1;0;2;0;0;0.5;0.25;0.75;build;1;0s
users 'age' = 35 .children 'age' = 67 .children_owns_pets pets 'since' = 5   .pets_child 'age' = 4 [name, age, _id], limit: null;postgres;100;1;1;1;3;0;0;2;0;1;0;2;0;0;0.2;0.0;1.0;build;1;0s
users 'age' = 53 .children 'age' = 20 .children_owns_pets pets  'age' = 10  .pets_child 'age' = 7 .pets_grand_child 'age' = 17 , limit: null;postgres;100;0;2;1;3;0;0;2;0;1;0;3;0;0;0.0;0.16666666666666666;1.0;build;1;0s
users 'age' = 37 .children 'age' = 3 [name, age, _id].grand_children 'name' = Christia .grand_children_owns_pets pets 'since' = 16   , limit: null;postgres;100;1;1;1;2;0;0;2;0;1;0;2;0;0;0.2;0.0;0.8;build;1;0s
users 'age' = 62 .children 'age' = 65 .grand_children 'name' = George .grand_children_owns_pets pets 'nickname' = cat   .pets_child 'animal' = fasciatus , limit: null;postgres;100;2;1;1;3;0;0;3;0;1;0;2;0;0;0.0;0.0;1.0;build;1;0s
users 'name' = Austin .children 'name' = Carmelina .grand_children 'name' = Kennith [name, age, _id].grand_children_owns_pets pets 'since' = 6   .pets_child 'age' = 15 .pets_grand_child 'animal' = lynx , limit: null;postgres;100;1;2;1;3;0;0;3;0;1;0;3;0;0;0.14285714285714285;0.0;0.8571428571428571;build;1;0s
users 'age' = 26 .children 'age' = 87 .grand_children 'age' = 78 .grand2_children 'name' = Jasmin .grand2_children_owns_pets pets 'nickname' = sheep   , limit: null;postgres;100;0;2;1;3;0;0;2;0;1;0;3;0;0;0.0;0.0;1.0;build;1;0s
users 'age' = 64 [name, age, _id].children 'name' = Tonisha [name, age, _id].grand_children 'age' = 13 .grand2_children 'age' = 31 .grand2_children_owns_pets pets  'age' = 12  .pets_child 'age' = 4 , limit: null;postgres;100;1;2;1;4;0;0;3;0;1;0;3;0;0;0.2857142857142857;0.14285714285714285;0.7142857142857143;build;1;0s
users 'age' = 34 .children 'name' = Hedy .grand_children 'age' = 88 .grand2_children 'age' = 32 .grand2_children_owns_pets pets 'nickname' = beaver   .pets_child 'age' = 12 .pets_grand_child 'animal' = genetta , limit: null;postgres;100;0;3;1;4;0;0;3;0;1;0;4;0;0;0.0;0.0;1.0;build;1;0s
users 'age' = 97 .children 'age' = 62 .grand_children 'name' = Rosario .grand2_children 'age' = 42 .grand3_children 'age' = 28 .grand3_children_owns_pets pets 'nickname' = sardine  [since, nickname] [name, age, _id], limit: null;postgres;100;1;2;1;3;0;0;3;0;1;0;3;0;0;0.2857142857142857;0.0;0.8571428571428571;build;1;0s
users 'name' = Sammy .children 'name' = Eulalia .grand_children 'name' = Byron .grand2_children 'age' = 20 .grand3_children 'age' = 97 .grand3_children_owns_pets pets  'animal' = pelagios [since, nickname] [name, age, _id].pets_child 'animal' = rebetra , limit: null;postgres;100;2;2;1;4;0;0;4;0;1;0;3;0;0;0.25;0.0;0.875;build;1;0s
users 'age' = 70 .children 'age' = 31 .grand_children 'age' = 7 [name, age, _id].grand2_children 'age' = 36 [name, age, _id].grand3_children 'name' = Loura .grand3_children_owns_pets pets 'since' = 13   .pets_child 'age' = 18 .pets_grand_child 'animal' = furo , limit: null;postgres;100;1;3;1;4;0;0;4;0;1;0;4;0;0;0.2222222222222222;0.0;0.7777777777777778;build;1;0s
users 'age' = 52 .children 'age' = 53 [name, age, _id].grand_children 'name' = Kelvin .grand2_children 'name' = Lavern .grand3_children 'age' = 80 .grand4_children 'age' = 2 .grand4_children_owns_pets pets 'since' = 12   , limit: null;postgres;100;0;3;1;4;0;0;3;0;1;0;4;0;0;0.125;0.0;0.875;build;1;0s
users 'name' = Liliana .children 'age' = 17 .grand_children 'age' = 6 .grand2_children 'age' = 50 .grand3_children 'name' = Larita .grand4_children 'name' = Grant .grand4_children_owns_pets pets  'age' = 11 [since, nickname] [name, age, _id].pets_child 'animal' = gorillagorilla , limit: null;postgres;100;1;3;1;5;0;0;4;0;1;0;4;0;0;0.2222222222222222;0.1111111111111111;0.8888888888888888;build;1;0s
users 'age' = 62 .children 'age' = 65 .grand_children 'age' = 31 [name, age, _id].grand2_children 'age' = 85 .grand3_children 'age' = 25 [name, age, _id].grand4_children 'name' = Wallace .grand4_children_owns_pets pets  'animal' = miliaris  .pets_child 'animal' = pennsylvanica .pets_grand_child 'age' = 3 [name, age, _id], limit: null;postgres;100;0;4;1;5;0;0;4;0;1;0;5;0;0;0.3;0.1;0.8;build;1;0s
users 'age' = 8 .children 'name' = Graham .grand_children 'age' = 51 .grand2_children 'age' = 93 .grand3_children 'age' = 48 [name, age, _id].grand4_children 'age' = 24 .grand5_children 'age' = 58 .grand5_children_owns_pets pets 'since' = 11  [since, nickname] [name, age, _id], limit: null;postgres;100;1;3;1;4;0;0;4;0;1;0;4;0;0;0.3333333333333333;0.0;0.7777777777777778;build;1;0s
users 'age' = 91 .children 'age' = 75 [name, age, _id].grand_children 'name' = Hipolito .grand2_children 'name' = Malik .grand3_children 'age' = 40 .grand4_children 'age' = 52 .grand5_children 'name' = Bessie .grand5_children_owns_pets pets  'animal' = horsfieldii  .pets_child 'animal' = murinus , limit: null;postgres;100;2;3;1;5;0;0;5;0;1;0;4;0;0;0.1;0.0;0.9;build;1;0s
users 'name' = Drew .children 'name' = Tyisha [name, age, _id].grand_children 'age' = 52 .grand2_children 'age' = 88 [name, age, _id].grand3_children 'name' = Jerome .grand4_children 'name' = Marlin .grand5_children 'age' = 69 .grand5_children_owns_pets pets 'since' = 5   .pets_child 'animal' = californicus .pets_grand_child 'animal' = schlegeli [name, age, _id], limit: null;postgres;100;1;4;1;5;0;0;5;0;1;0;5;0;0;0.2727272727272727;0.0;0.8181818181818182;build;1;0s
pets  .users_owns_pets users   [since, nickname] [name, age, _id], limit: null;postgres;100;0;0;1;1;0;0;0;0;0;0;0;0;2;0.6666666666666666;0.0;0.3333333333333333;build;1;0s
pets 'age' = 3 .pets_child 'age' = 8 .users_owns_pets_child users  'name' = Ernie  , limit: null;postgres;100;0;1;1;2;0;0;1;0;1;0;2;0;0;0.0;0.25;1.0;build;1;0s
pets 'animal' = johnstoni .pets_child 'age' = 1 .pets_grand_child 'animal' = acanthias [name, age, _id].users_owns_pets_grand_child users 'nickname' = jellyfish   , limit: null;postgres;100;1;1;1;2;0;0;2;0;1;0;2;0;0;0.2;0.0;1.0;build;1;0s
pets 'animal' = bivittatus .users_owns_pets users 'nickname' = antelope   .children 'age' = 23 , limit: null;postgres;100;1;0;1;2;0;0;2;0;0;0;1;0;0;0.0;0.0;1.0;build;1;0s
pets 'age' = 18 .pets_child 'age' = 4 .users_owns_pets_child users  'name' = Sharie  .children 'age' = 19 , limit: null;postgres;100;1;1;1;3;0;0;2;0;1;0;2;0;0;0.0;0.2;1.0;build;1;0s
pets 'age' = 1 .pets_child 'animal' = novaeangliae .pets_grand_child 'animal' = rattus .users_owns_pets_grand_child users  'age' = 83  .children 'name' = Moshe , limit: null;postgres;100;2;1;1;3;0;0;3;0;1;0;2;0;0;0.0;0.0;1.0;build;1;0s
pets 'animal' = yarrelli .users_owns_pets users  'name' = Bill  .children 'name' = Carmelita .grand_children 'name' = Agustin , limit: null;postgres;100;0;1;1;2;0;0;2;0;0;0;2;0;0;0.0;0.0;1.0;build;1;0s
pets 'animal' = undulatus .pets_child 'animal' = cataphractus .users_owns_pets_child users  'age' = 64  .children 'name' = Tonisha .grand_children 'name' = Debra [name, age, _id], limit: null;postgres;100;0;2;1;3;0;0;2;0;1;0;3;0;0;0.16666666666666666;0.16666666666666666;0.8333333333333334;build;1;0s
pets 'animal' = ofmacrocephalus .pets_child 'animal' = madagascariensis .pets_grand_child 'animal' = smithi .users_owns_pets_grand_child users  'age' = 97  .children 'age' = 76 .grand_children 'age' = 56 , limit: null;postgres;100;1;2;1;3;0;0;3;0;1;0;3;0;0;0.0;0.0;1.0;build;1;0s
